g1.t1	ENSP00000497018.1
g5263.t1	ENSP00000330813.5
g5264.t1	ENSP00000222982.4
g5265.t1	ENSP00000362135.2
g5266.t1	ENSP00000293860.5
g5267.t1	ENSP00000305682.7
g5269.t1	ENSP00000504903.1
g527.t1	ENSP00000361995.3
g5270.t1	ENSP00000352639.4
g5272.t1	ENSP00000438292.1
g5273.t1	ENSP00000504586.1
g5274.t1	ENSP00000261776.5
g5275.t1	ENSP00000262316.5
g5276.t1	ENSP00000377944.3
g5277.t1	ENSP00000370084.1
g5278.t1	ENSP00000263102.6
g5279.t1	ENSP00000386779.1
g528.t1	ENSP00000414987.2
g5280.t1	ENSP00000265174.4
g5281.t1	ENSP00000385702.1
g5282.t1	ENSP00000318861.6
g5283.t1	ENSP00000492051.1
g5284.t1	ENSP00000319817.3
g5285.t1	ENSP00000469466.1
g5286.t1	ENSP00000432175.1
g5287.t1	ENSP00000496934.1
g5288.t1	ENSP00000402167.2
g529.t1	ENSP00000357625.6
g5291.t1	ENSP00000360188.1
g5296.t1	ENSP00000363064.3
g5297.t1	ENSP00000446695.1
g5298.t1	ENSP00000496305.1
g5299.t1	ENSP00000356105.3
g53.t1	ENSP00000269932.6
g5300.t1	ENSP00000268699.4
g5301.t1	ENSP00000345118.3
g5302.t1	ENSP00000307636.6
g5303.t1	ENSP00000359818.1
g5304.t1	ENSP00000377381.2
g5305.t1	ENSP00000016171.6
g5306.t1	ENSP00000421566.1
g5307.t1	ENSP00000431364.1
g5308.t1	ENSP00000408513.2
g5310.t1	ENSP00000499243.1
g5311.t1	ENSP00000387198.1
g5312.t1	ENSP00000416470.2
g5313.t1	ENSP00000447303.1
g5316.t1	ENSP00000261866.7
g5318.t1	ENSP00000361310.4
g5319.t1	ENSP00000432445.1
g5320.t1	ENSP00000306528.11
g5323.t1	ENSP00000221486.4
g5324.t1	ENSP00000358674.4
g5325.t1	ENSP00000308533.7
g5326.t1	ENSP00000164024.4
g5327.t1	ENSP00000358223.2
g5328.t1	ENSP00000333212.6
g5330.t1	ENSP00000355794.2
g5332.t1	ENSP00000435350.1
g5336.t1	ENSP00000502088.1
g5337.t1	ENSP00000368100.4
g5339.t1	ENSP00000234454.5
g5341.t1	ENSP00000434343.1
g5342.t1	ENSP00000390991.2
g5343.t1	ENSP00000436186.1
g5344.t1	ENSP00000264852.4
g5346.t1	ENSP00000381871.1
g5348.t1	ENSP00000513602.1
g5349.t1	ENSP00000499851.1
g535.t1	ENSP00000362081.1
g5350.t1	ENSP00000312066.1
g5351.t1	ENSP00000232607.2
g5352.t1	ENSP00000455896.1
g5353.t1	ENSP00000478235.1
g5354.t1	ENSP00000164139.3
g5355.t1	ENSP00000378525.1
g5356.t1	ENSP00000440960.1
g5357.t1	ENSP00000312411.2
g5358.t1	ENSP00000350818.3
g5359.t1	ENSP00000312411.2
g5360.t1	ENSP00000357429.3
g5361.t1	ENSP00000263846.4
g5366.t1	ENSP00000427388.1
g5367.t1	ENSP00000310189.3
g5369.t1	ENSP00000460049.1
g537.t1	ENSP00000403644.2
g5370.t1	ENSP00000342581.4
g5373.t1	ENSP00000363329.4
g5374.t1	ENSP00000480777.1
g5375.t1	ENSP00000424161.1
g5376.t1	ENSP00000361446.3
g5377.t1	ENSP00000261424.4
g5378.t1	ENSP00000290863.6
g5379.t1	ENSP00000354633.4
g538.t1	ENSP00000403644.2
g5382.t1	ENSP00000350187.2
g5383.t1	ENSP00000349748.5
g5384.t1	ENSP00000349298.3
g5386.t1	ENSP00000267199.3
g5387.t1	ENSP00000398754.1
g5388.t1	ENSP00000332721.4
g5389.t1	ENSP00000400932.1
g5391.t1	ENSP00000410109.1
g5392.t1	ENSP00000297632.6
g5393.t1	ENSP00000263960.2
g5394.t1	ENSP00000364649.3
g5395.t1	ENSP00000320758.6
g5397.t1	ENSP00000360966.4
g5398.t1	ENSP00000362469.3
g54.t1	ENSP00000261862.8
g540.t1	ENSP00000368242.4
g5400.t1	ENSP00000331260.2
g5402.t1	ENSP00000354441.4
g5403.t1	ENSP00000305255.2
g5404.t1	ENSP00000467226.1
g5406.t1	ENSP00000508349.1
g5407.t1	ENSP00000365567.3
g5408.t1	ENSP00000405677.1
g541.t1	ENSP00000315702.4
g5410.t1	ENSP00000355854.2
g5411.t1	ENSP00000307567.6
g5412.t1	ENSP00000372202.4
g5413.t1	ENSP00000516074.1
g5414.t1	ENSP00000215570.2
g5416.t1	ENSP00000432205.1
g5417.t1	ENSP00000453515.1
g5418.t1	ENSP00000453846.1
g542.t1	ENSP00000458770.1
g5420.t1	ENSP00000313953.4
g5422.t1	ENSP00000361731.5
g5423.t1	ENSP00000262315.9
g5424.t1	ENSP00000349880.5
g5426.t1	ENSP00000417928.1
g5427.t1	ENSP00000347486.3
g5428.t1	ENSP00000488055.1
g543.t1	ENSP00000411197.2
g5430.t1	ENSP00000321804.8
g5431.t1	ENSP00000515552.1
g5432.t1	ENSP00000426128.2
g5433.t1	ENSP00000467679.1
g5435.t1	ENSP00000362803.5
g5436.t1	ENSP00000298743.7
g5437.t1	ENSP00000264639.4
g5438.t1	ENSP00000478799.2
g5439.t1	ENSP00000360768.3
g544.t1	ENSP00000345957.3
g5440.t1	ENSP00000278412.2
g5441.t1	ENSP00000259455.2
g5442.t1	ENSP00000508199.1
g5443.t1	ENSP00000252996.3
g5444.t1	ENSP00000432065.1
g5448.t1	ENSP00000402653.3
g5449.t1	ENSP00000468956.2
g545.t1	ENSP00000468354.1
g5450.t1	ENSP00000251588.2
g5451.t1	ENSP00000216068.4
g5453.t1	ENSP00000506543.1
g5454.t1	ENSP00000430261.1
g5455.t1	ENSP00000504176.1
g5456.t1	ENSP00000347294.4
g5459.t1	ENSP00000444485.1
g5461.t1	ENSP00000262839.2
g5463.t1	ENSP00000416024.2
g5465.t1	ENSP00000503117.1
g5466.t1	ENSP00000293414.1
g5468.t1	ENSP00000482581.1
g5469.t1	ENSP00000353653.2
g547.t1	ENSP00000510008.1
g5470.t1	ENSP00000463245.1
g5471.t1	ENSP00000462885.1
g5472.t1	ENSP00000504794.1
g5473.t1	ENSP00000391432.1
g5476.t1	ENSP00000221859.3
g5477.t1	ENSP00000467574.1
g5478.t1	ENSP00000357051.5
g5479.t1	ENSP00000362413.4
g548.t1	ENSP00000222812.3
g5482.t1	ENSP00000373221.4
g5483.t1	ENSP00000398242.3
g5485.t1	ENSP00000420588.1
g5486.t1	ENSP00000364349.3
g5487.t1	ENSP00000387581.3
g5488.t1	ENSP00000354415.5
g5489.t1	ENSP00000299608.2
g549.t1	ENSP00000301905.4
g5490.t1	ENSP00000466214.1
g5492.t1	ENSP00000478235.1
g5494.t1	ENSP00000315948.8
g5495.t1	ENSP00000380184.3
g5498.t1	ENSP00000393298.2
g5499.t1	ENSP00000299173.10
g550.t1	ENSP00000337757.4
g5500.t1	ENSP00000384963.3
g5502.t1	ENSP00000503397.1
g5503.t1	ENSP00000400175.1
g5504.t1	ENSP00000404897.1
g5505.t1	ENSP00000349053.3
g5506.t1	ENSP00000358233.4
g5507.t1	ENSP00000337853.5
g5508.t1	ENSP00000264228.4
g5509.t1	ENSP00000426880.2
g5511.t1	ENSP00000363021.3
g5514.t1	ENSP00000351486.3
g5516.t1	ENSP00000363018.3
g5517.t1	ENSP00000269601.4
g5518.t1	ENSP00000247138.5
g5519.t1	ENSP00000321259.3
g552.t1	ENSP00000484609.1
g5520.t1	ENSP00000262990.4
g5521.t1	ENSP00000427463.1
g5522.t1	ENSP00000449432.1
g5527.t1	ENSP00000493665.1
g5528.t1	ENSP00000362768.3
g5529.t1	ENSP00000369736.4
g5530.t1	ENSP00000204549.4
g5531.t1	ENSP00000296792.4
g5532.t1	ENSP00000355114.3
g5533.t1	ENSP00000274456.6
g5534.t1	ENSP00000221855.3
g5535.t1	ENSP00000303191.5
g5537.t1	ENSP00000478273.1
g5538.t1	ENSP00000435681.1
g5539.t1	ENSP00000462664.1
g5540.t1	ENSP00000501586.1
g5541.t1	ENSP00000295888.4
g5542.t1	ENSP00000486550.1
g5543.t1	ENSP00000328436.8
g5545.t1	ENSP00000291182.3
g5549.t1	ENSP00000451261.1
g555.t1	ENSP00000262719.4
g5551.t1	ENSP00000230565.3
g5552.t1	ENSP00000413094.2
g5553.t1	ENSP00000333376.6
g5554.t1	ENSP00000226247.2
g5555.t1	ENSP00000482026.1
g5557.t1	ENSP00000415433.2
g5558.t1	ENSP00000354282.5
g5559.t1	ENSP00000394902.2
g5565.t1	ENSP00000382301.3
g5568.t1	ENSP00000498697.2
g557.t1	ENSP00000368305.4
g5570.t1	ENSP00000507763.1
g5571.t1	ENSP00000252984.6
g5572.t1	ENSP00000295899.5
g5573.t1	ENSP00000415375.2
g5574.t1	ENSP00000425634.1
g5575.t1	ENSP00000434335.1
g5576.t1	ENSP00000444704.1
g5579.t1	ENSP00000355865.1
g558.t1	ENSP00000251268.5
g5580.t1	ENSP00000355841.3
g5582.t1	ENSP00000439819.2
g5583.t1	ENSP00000268668.6
g5584.t1	ENSP00000346001.3
g5588.t1	ENSP00000353408.5
g5590.t1	ENSP00000497921.2
g5595.t1	ENSP00000454545.1
g5596.t1	ENSP00000464205.1
g5597.t1	ENSP00000307004.4
g5598.t1	ENSP00000355599.3
g5599.t1	ENSP00000507591.1
g560.t1	ENSP00000422840.1
g5600.t1	ENSP00000508208.1
g5601.t1	ENSP00000498659.1
g5605.t1	ENSP00000510729.1
g5606.t1	ENSP00000317334.7
g5607.t1	ENSP00000225969.4
g5608.t1	ENSP00000499319.2
g5610.t1	ENSP00000256997.3
g5612.t1	ENSP00000362012.4
g5613.t1	ENSP00000495278.1
g5614.t1	ENSP00000516603.1
g5616.t1	ENSP00000326042.6
g5617.t1	ENSP00000358815.5
g5618.t1	ENSP00000445528.1
g5619.t1	ENSP00000284885.3
g5621.t1	ENSP00000294179.3
g5622.t1	ENSP00000343912.3
g5623.t1	ENSP00000445408.2
g5624.t1	ENSP00000452442.1
g5625.t1	ENSP00000261302.5
g5626.t1	ENSP00000406053.2
g5627.t1	ENSP00000353463.3
g5628.t1	ENSP00000427778.1
g5629.t1	ENSP00000315774.5
g5630.t1	ENSP00000262291.3
g5631.t1	ENSP00000261875.5
g5632.t1	ENSP00000356846.4
g5633.t1	ENSP00000376720.3
g5634.t1	ENSP00000383363.1
g5636.t1	ENSP00000288912.4
g5637.t1	ENSP00000331376.5
g5639.t1	ENSP00000335371.6
g5641.t1	ENSP00000261534.4
g5642.t1	ENSP00000387303.4
g5643.t1	ENSP00000370104.2
g5646.t1	ENSP00000496446.1
g5649.t1	ENSP00000400666.1
g5650.t1	ENSP00000242284.6
g5651.t1	ENSP00000350686.5
g5652.t1	ENSP00000337701.4
g5654.t1	ENSP00000360855.4
g5656.t1	ENSP00000477706.1
g5657.t1	ENSP00000353491.2
g5658.t1	ENSP00000495646.1
g5659.t1	ENSP00000270583.4
g5660.t1	ENSP00000334100.6
g5661.t1	ENSP00000258737.7
g5663.t1	ENSP00000358831.4
g5664.t1	ENSP00000426400.1
g5665.t1	ENSP00000365883.2
g5666.t1	ENSP00000253329.2
g5669.t1	ENSP00000292644.3
g5670.t1	ENSP00000355930.4
g5671.t1	ENSP00000265967.5
g5672.t1	ENSP00000386070.2
g5674.t1	ENSP00000436490.1
g5675.t1	ENSP00000357674.5
g5676.t1	ENSP00000402544.1
g5677.t1	ENSP00000339145.4
g5678.t1	ENSP00000273588.3
g5680.t1	ENSP00000232501.3
g5682.t1	ENSP00000421625.1
g5683.t1	ENSP00000361236.4
g5684.t1	ENSP00000303518.3
g5685.t1	ENSP00000374443.2
g5686.t1	ENSP00000376534.2
g5687.t1	ENSP00000361169.5
g5689.t1	ENSP00000348089.5
g5690.t1	ENSP00000280800.3
g5691.t1	ENSP00000515548.1
g5692.t1	ENSP00000357000.3
g5693.t1	ENSP00000456292.1
g5697.t1	ENSP00000498217.1
g5698.t1	ENSP00000333873.6
g57.t1	ENSP00000318912.3
g570.t1	ENSP00000262209.4
g5701.t1	ENSP00000398097.1
g5702.t1	ENSP00000368226.3
g5703.t1	ENSP00000287913.6
g5704.t1	ENSP00000358313.3
g5705.t1	ENSP00000481029.1
g5706.t1	ENSP00000222968.4
g5707.t1	ENSP00000245615.1
g5708.t1	ENSP00000463317.1
g5709.t1	ENSP00000381467.3
g571.t1	ENSP00000455329.1
g5710.t1	ENSP00000424186.1
g5711.t1	ENSP00000301761.3
g5712.t1	ENSP00000506117.1
g5713.t1	ENSP00000446292.2
g5716.t1	ENSP00000409284.2
g5717.t1	ENSP00000383231.1
g5718.t1	ENSP00000498357.1
g572.t1	ENSP00000359319.3
g5721.t1	ENSP00000282570.3
g5723.t1	ENSP00000282570.3
g5726.t1	ENSP00000310472.7
g5728.t1	ENSP00000333934.5
g5729.t1	ENSP00000220853.3
g5731.t1	ENSP00000367552.2
g5732.t1	ENSP00000367552.2
g5733.t1	ENSP00000344537.4
g5734.t1	ENSP00000516461.1
g5735.t1	ENSP00000339529.3
g5736.t1	ENSP00000290349.6
g5737.t1	ENSP00000364813.5
g5738.t1	ENSP00000411701.1
g5739.t1	ENSP00000292476.5
g5741.t1	ENSP00000245838.8
g5742.t1	ENSP00000386681.1
g5743.t1	ENSP00000310117.3
g5744.t1	ENSP00000416639.1
g5745.t1	ENSP00000316244.4
g5746.t1	ENSP00000457168.1
g5747.t1	ENSP00000378105.3
g5748.t1	ENSP00000344829.3
g5749.t1	ENSP00000433302.1
g5750.t1	ENSP00000499434.1
g5751.t1	ENSP00000357869.2
g5752.t1	ENSP00000377090.3
g5753.t1	ENSP00000397310.2
g5754.t1	ENSP00000255759.6
g5757.t1	ENSP00000358953.4
g5759.t1	ENSP00000441264.1
g5760.t1	ENSP00000510494.1
g5762.t1	ENSP00000515050.1
g5769.t1	ENSP00000363463.4
g5770.t1	ENSP00000498768.1
g5771.t1	ENSP00000362314.4
g5772.t1	ENSP00000398370.2
g5774.t1	ENSP00000484285.1
g5775.t1	ENSP00000364950.2
g5776.t1	ENSP00000354966.2
g5777.t1	ENSP00000255108.3
g5778.t1	ENSP00000356671.3
g5779.t1	ENSP00000283351.4
g5780.t1	ENSP00000216044.5
g5783.t1	ENSP00000305138.4
g5786.t1	ENSP00000285071.4
g5787.t1	ENSP00000514057.1
g579.t1	ENSP00000437804.1
g5790.t1	ENSP00000383311.3
g5791.t1	ENSP00000264690.6
g5792.t1	ENSP00000353793.3
g5793.t1	ENSP00000355566.4
g5794.t1	ENSP00000497255.1
g5795.t1	ENSP00000321732.6
g5796.t1	ENSP00000349016.4
g5797.t1	ENSP00000409081.1
g5798.t1	ENSP00000490154.2
g58.t1	ENSP00000414583.2
g580.t1	ENSP00000503889.1
g5802.t1	ENSP00000404676.1
g5803.t1	ENSP00000265069.8
g5811.t1	ENSP00000418117.1
g5813.t1	ENSP00000221899.4
g5814.t1	ENSP00000311083.5
g5815.t1	ENSP00000262352.3
g5816.t1	ENSP00000325868.5
g5817.t1	ENSP00000293971.6
g5818.t1	ENSP00000498048.1
g5820.t1	ENSP00000418804.1
g5822.t1	ENSP00000399743.2
g5828.t1	ENSP00000380679.4
g5829.t1	ENSP00000362469.3
g5830.t1	ENSP00000491131.1
g5831.t1	ENSP00000285928.2
g5832.t1	ENSP00000269298.5
g5834.t1	ENSP00000494360.1
g5836.t1	ENSP00000260324.7
g5837.t1	ENSP00000262061.2
g584.t1	ENSP00000271588.4
g5847.t1	ENSP00000402364.1
g5848.t1	ENSP00000355718.3
g5849.t1	ENSP00000280700.5
g5850.t1	ENSP00000412682.3
g5853.t1	ENSP00000367316.3
g5854.t1	ENSP00000360270.3
g5855.t1	ENSP00000354671.2
g5857.t1	ENSP00000384297.1
g5859.t1	ENSP00000501988.2
g5860.t1	ENSP00000434440.1
g5861.t1	ENSP00000371067.4
g5863.t1	ENSP00000298681.4
g5865.t1	ENSP00000394382.2
g5866.t1	ENSP00000322343.8
g5867.t1	ENSP00000354086.5
g5868.t1	ENSP00000352069.2
g5869.t1	ENSP00000516181.1
g5871.t1	ENSP00000480088.2
g5872.t1	ENSP00000283871.5
g5873.t1	ENSP00000361512.4
g5874.t1	ENSP00000400686.1
g5875.t1	ENSP00000359878.5
g5877.t1	ENSP00000497260.1
g5878.t1	ENSP00000487560.1
g5879.t1	ENSP00000420357.2
g5880.t1	ENSP00000440246.1
g5884.t1	ENSP00000361311.3
g5885.t1	ENSP00000267502.3
g5887.t1	ENSP00000467437.1
g5888.t1	ENSP00000425107.1
g5889.t1	ENSP00000339449.5
g5890.t1	ENSP00000401883.3
g5891.t1	ENSP00000350914.2
g5892.t1	ENSP00000258807.5
g5895.t1	ENSP00000494314.1
g5896.t1	ENSP00000369390.3
g5897.t1	ENSP00000444850.2
g5898.t1	ENSP00000400976.1
g59.t1	ENSP00000285379.4
g5903.t1	ENSP00000478755.1
g5904.t1	ENSP00000250101.5
g5906.t1	ENSP00000392493.1
g5907.t1	ENSP00000384081.3
g5908.t1	ENSP00000370373.4
g5909.t1	ENSP00000478242.1
g5910.t1	ENSP00000295448.3
g5911.t1	ENSP00000353332.5
g5912.t1	ENSP00000433067.1
g5913.t1	ENSP00000445010.2
g5914.t1	ENSP00000351008.2
g5915.t1	ENSP00000436586.1
g5916.t1	ENSP00000477817.1
g5918.t1	ENSP00000368349.3
g5919.t1	ENSP00000370467.6
g5922.t1	ENSP00000445340.2
g5923.t1	ENSP00000420366.1
g5924.t1	ENSP00000163416.2
g5927.t1	ENSP00000273980.4
g5928.t1	ENSP00000275159.6
g5931.t1	ENSP00000433714.1
g5932.t1	ENSP00000256108.5
g5933.t1	ENSP00000269033.3
g5934.t1	ENSP00000433773.1
g5936.t1	ENSP00000253382.5
g5937.t1	ENSP00000437402.1
g5938.t1	ENSP00000353804.2
g5939.t1	ENSP00000351929.3
g5942.t1	ENSP00000388475.1
g5946.t1	ENSP00000430851.1
g5947.t1	ENSP00000419449.1
g5948.t1	ENSP00000295030.4
g5949.t1	ENSP00000361845.3
g5950.t1	ENSP00000450443.2
g5951.t1	ENSP00000512526.1
g5952.t1	ENSP00000353246.5
g5953.t1	ENSP00000434507.1
g5956.t1	ENSP00000299601.5
g5957.t1	ENSP00000515555.1
g5959.t1	ENSP00000512583.1
g5960.t1	ENSP00000333725.5
g5961.t1	ENSP00000433432.2
g5963.t1	ENSP00000404546.3
g5964.t1	ENSP00000360370.3
g5965.t1	ENSP00000442479.2
g5967.t1	ENSP00000333212.6
g5968.t1	ENSP00000421774.1
g5969.t1	ENSP00000367113.2
g5972.t1	ENSP00000478240.1
g5973.t1	ENSP00000379669.3
g5974.t1	ENSP00000265846.5
g5975.t1	ENSP00000404278.2
g5978.t1	ENSP00000290810.3
g5985.t1	ENSP00000379181.2
g5986.t1	ENSP00000403236.1
g5988.t1	ENSP00000419754.1
g5989.t1	ENSP00000252102.5
g5990.t1	ENSP00000222339.6
g5991.t1	ENSP00000382474.5
g5992.t1	ENSP00000223368.2
g5997.t1	ENSP00000370532.5
g5998.t1	ENSP00000393132.2
g6.t1	ENSP00000476367.2
g60.t1	ENSP00000285379.4
g600.t1	ENSP00000367173.4
g6000.t1	ENSP00000331376.5
g6001.t1	ENSP00000314396.6
g6002.t1	ENSP00000383199.2
g6003.t1	ENSP00000256830.8
g6005.t1	ENSP00000206542.4
g6008.t1	ENSP00000377389.2
g6009.t1	ENSP00000431240.1
g601.t1	ENSP00000263063.3
g6010.t1	ENSP00000376763.1
g6011.t1	ENSP00000263579.4
g6015.t1	ENSP00000363855.1
g6016.t1	ENSP00000410615.1
g6017.t1	ENSP00000266025.3
g6018.t1	ENSP00000391437.3
g6020.t1	ENSP00000478141.1
g6024.t1	ENSP00000295901.4
g6025.t1	ENSP00000273258.3
g6026.t1	ENSP00000358727.5
g6028.t1	ENSP00000300291.5
g6029.t1	ENSP00000365919.5
g603.t1	ENSP00000506980.1
g6031.t1	ENSP00000417928.1
g6032.t1	ENSP00000424628.3
g6033.t1	ENSP00000360483.3
g6034.t1	ENSP00000455329.1
g6036.t1	ENSP00000247003.3
g6037.t1	ENSP00000380033.4
g6039.t1	ENSP00000503421.1
g6040.t1	ENSP00000432053.1
g6041.t1	ENSP00000468348.1
g6042.t1	ENSP00000451715.1
g6044.t1	ENSP00000358151.2
g6045.t1	ENSP00000231498.3
g6047.t1	ENSP00000357870.1
g6048.t1	ENSP00000443160.2
g6049.t1	ENSP00000446399.1
g605.t1	ENSP00000445425.1
g6051.t1	ENSP00000299300.6
g6052.t1	ENSP00000356218.4
g6055.t1	ENSP00000313601.6
g6056.t1	ENSP00000290949.3
g6058.t1	ENSP00000261349.4
g6061.t1	ENSP00000428151.1
g6062.t1	ENSP00000343032.5
g6063.t1	ENSP00000410545.1
g6064.t1	ENSP00000312250.8
g6067.t1	ENSP00000258737.7
g6069.t1	ENSP00000370874.2
g607.t1	ENSP00000320658.8
g6070.t1	ENSP00000242592.4
g6073.t1	ENSP00000268835.2
g6074.t1	ENSP00000496964.1
g6075.t1	ENSP00000416248.2
g6077.t1	ENSP00000463671.1
g6078.t1	ENSP00000452878.1
g6079.t1	ENSP00000368684.2
g608.t1	ENSP00000378421.2
g6080.t1	ENSP00000367071.2
g6083.t1	ENSP00000378389.1
g6084.t1	ENSP00000507601.1
g6086.t1	ENSP00000458667.1
g6087.t1	ENSP00000354920.3
g6088.t1	ENSP00000497141.1
g6089.t1	ENSP00000417190.2
g6090.t1	ENSP00000424243.1
g6092.t1	ENSP00000227524.4
g6093.t1	ENSP00000395802.2
g6095.t1	ENSP00000317382.4
g6096.t1	ENSP00000473172.1
g6097.t1	ENSP00000317904.3
g6099.t1	ENSP00000485510.2
g61.t1	ENSP00000285381.2
g6100.t1	ENSP00000361535.4
g6103.t1	ENSP00000451591.1
g6105.t1	ENSP00000493676.1
g6106.t1	ENSP00000249373.3
g6107.t1	ENSP00000469434.1
g6108.t1	ENSP00000451976.1
g611.t1	ENSP00000515026.1
g6110.t1	ENSP00000383623.3
g6112.t1	ENSP00000258091.5
g6113.t1	ENSP00000354061.2
g6114.t1	ENSP00000477568.1
g6115.t1	ENSP00000386738.3
g6116.t1	ENSP00000298288.6
g6118.t1	ENSP00000368484.3
g6119.t1	ENSP00000304923.3
g612.t1	ENSP00000308897.7
g6120.t1	ENSP00000456935.1
g6125.t1	ENSP00000470727.1
g6127.t1	ENSP00000302967.3
g6128.t1	ENSP00000311579.6
g613.t1	ENSP00000384299.1
g6130.t1	ENSP00000285243.6
g6131.t1	ENSP00000460871.1
g6132.t1	ENSP00000318142.6
g6133.t1	ENSP00000345248.6
g6134.t1	ENSP00000376097.2
g6135.t1	ENSP00000515108.1
g6136.t1	ENSP00000253339.5
g6138.t1	ENSP00000363345.4
g6139.t1	ENSP00000478396.1
g614.t1	ENSP00000443887.1
g6140.t1	ENSP00000261017.5
g6141.t1	ENSP00000509238.1
g6142.t1	ENSP00000370718.3
g6146.t1	ENSP00000415229.3
g6147.t1	ENSP00000259253.6
g615.t1	ENSP00000343155.5
g6151.t1	ENSP00000451873.1
g6152.t1	ENSP00000256997.3
g6158.t1	ENSP00000381371.2
g6160.t1	ENSP00000273308.4
g6161.t1	ENSP00000284476.6
g6163.t1	ENSP00000429676.1
g6166.t1	ENSP00000330694.4
g6168.t1	ENSP00000392028.1
g6169.t1	ENSP00000502947.1
g617.t1	ENSP00000419909.1
g6172.t1	ENSP00000504840.1
g6174.t1	ENSP00000442699.1
g6175.t1	ENSP00000281416.7
g6176.t1	ENSP00000499522.1
g6179.t1	ENSP00000368714.1
g618.t1	ENSP00000380122.3
g6180.t1	ENSP00000373713.4
g6181.t1	ENSP00000233114.8
g6184.t1	ENSP00000355778.1
g6185.t1	ENSP00000355778.1
g6187.t1	ENSP00000498318.1
g6188.t1	ENSP00000484306.1
g6189.t1	ENSP00000377900.3
g619.t1	ENSP00000437955.1
g6190.t1	ENSP00000515888.1
g6192.t1	ENSP00000473631.1
g6193.t1	ENSP00000369716.4
g6194.t1	ENSP00000356641.3
g6195.t1	ENSP00000510673.1
g6196.t1	ENSP00000359727.4
g6199.t1	ENSP00000390265.1
g6201.t1	ENSP00000430846.1
g6203.t1	ENSP00000384257.1
g6204.t1	ENSP00000356825.4
g6205.t1	ENSP00000423778.1
g6209.t1	ENSP00000497482.1
g621.t1	ENSP00000230381.5
g6210.t1	ENSP00000381970.2
g6216.t1	ENSP00000249442.6
g6217.t1	ENSP00000377865.1
g6218.t1	ENSP00000324180.4
g6219.t1	ENSP00000348019.5
g622.t1	ENSP00000509759.1
g6221.t1	ENSP00000349285.3
g6222.t1	ENSP00000465213.1
g6223.t1	ENSP00000480722.1
g6224.t1	ENSP00000445373.1
g6225.t1	ENSP00000447179.1
g6226.t1	ENSP00000502184.1
g6229.t1	ENSP00000252999.3
g6230.t1	ENSP00000370427.3
g6232.t1	ENSP00000209884.4
g6233.t1	ENSP00000314625.8
g6235.t1	ENSP00000378350.2
g6237.t1	ENSP00000484289.1
g6239.t1	ENSP00000225577.4
g6241.t1	ENSP00000478171.1
g6242.t1	ENSP00000363620.3
g6243.t1	ENSP00000505030.1
g6244.t1	ENSP00000419184.2
g6246.t1	ENSP00000249299.2
g6247.t1	ENSP00000264233.5
g6248.t1	ENSP00000500265.1
g625.t1	ENSP00000435822.2
g6250.t1	ENSP00000243501.5
g6253.t1	ENSP00000465240.1
g6254.t1	ENSP00000482559.1
g6256.t1	ENSP00000287844.2
g6257.t1	ENSP00000385286.1
g6259.t1	ENSP00000446799.1
g626.t1	ENSP00000348010.6
g6261.t1	ENSP00000349465.3
g6262.t1	ENSP00000437547.1
g6265.t1	ENSP00000361321.2
g6266.t1	ENSP00000379495.3
g627.t1	ENSP00000494312.1
g6276.t1	ENSP00000263063.3
g6277.t1	ENSP00000211998.5
g6278.t1	ENSP00000508478.1
g6282.t1	ENSP00000336756.6
g6284.t1	ENSP00000430432.1
g6287.t1	ENSP00000356785.3
g6288.t1	ENSP00000380888.2
g6289.t1	ENSP00000499882.1
g6291.t1	ENSP00000387699.2
g6293.t1	ENSP00000343002.4
g6294.t1	ENSP00000428900.2
g6295.t1	ENSP00000376071.2
g6296.t1	ENSP00000339622.4
g63.t1	ENSP00000478076.1
g6300.t1	ENSP00000502780.1
g6301.t1	ENSP00000261427.5
g6302.t1	ENSP00000410339.1
g6303.t1	ENSP00000185150.4
g6304.t1	ENSP00000219439.4
g6305.t1	ENSP00000378741.3
g6308.t1	ENSP00000351490.4
g6309.t1	ENSP00000254940.5
g631.t1	ENSP00000257789.4
g6310.t1	ENSP00000348455.3
g6312.t1	ENSP00000419901.1
g6314.t1	ENSP00000482892.1
g6316.t1	ENSP00000427189.1
g6317.t1	ENSP00000515148.1
g6318.t1	ENSP00000337450.2
g6320.t1	ENSP00000359306.4
g6321.t1	ENSP00000344299.4
g6322.t1	ENSP00000418428.3
g6323.t1	ENSP00000346215.3
g6328.t1	ENSP00000427832.1
g6329.t1	ENSP00000476446.1
g6330.t1	ENSP00000490816.1
g6331.t1	ENSP00000384888.3
g6332.t1	ENSP00000272902.5
g6333.t1	ENSP00000493262.1
g6334.t1	ENSP00000382054.1
g6337.t1	ENSP00000337701.4
g6338.t1	ENSP00000322777.6
g6339.t1	ENSP00000258198.2
g6341.t1	ENSP00000464893.1
g6343.t1	ENSP00000421724.2
g6344.t1	ENSP00000391810.1
g6345.t1	ENSP00000380523.1
g6346.t1	ENSP00000253410.1
g6348.t1	ENSP00000313432.6
g6349.t1	ENSP00000364410.4
g6350.t1	ENSP00000386624.1
g6352.t1	ENSP00000481022.1
g6355.t1	ENSP00000230340.4
g6361.t1	ENSP00000328236.6
g6362.t1	ENSP00000340596.3
g6363.t1	ENSP00000362285.5
g6364.t1	ENSP00000391671.2
g6365.t1	ENSP00000265965.5
