Gene name	NCBI gene (formerly Entrezgene) ID
OR2B2	81697
OR1L3	26735
TTLL11	158135
PRELID2	153768
FKBP11	51303
PDF	64146
TACC3	10460
RN7SL484P	
AMBP	259
NIP7	51388
	105371022
RNA5SP402	
SPATA41	
CERS3-AS1	
RNU6-322P	
PRKXP1	
	102723335
TENT2	167153
RNU6-181P	
LINC02206	102723481
ELOBP4	
RPL37P18	
RPS12P16	
HMGN2P47	
PARD3-DT	
SS18L2P1	
RNU6-847P	
SMAD3	4088
RNU6-193P	
PRDX2P2	
ANKRD30A	91074
IL1R1-AS1	112577460
IL1RL2	8808
WNT10B	7480
TMED6	146456
PPM1AP1	
RPL32P19	
KIF12	113220
TERF2	7014
	105379379
RNU6-607P	
ZNF703	80139
	102723701
ERLIN2	11160
FAM245B	
RNU6-940P	
DDN	23109
AGAP13P	
CNNM1	26507
LINC02843	
RHEBL1	121268
FAM183DP	
IL1RL1	9173
NPR2	4882
DHH	50846
CXCL13	10563
TUBA1B	10376
MIR1538	100302119
ACSF3	197322
GOT1	2805
TRIML2	205860
OR13J1	392309
ELF2P3	
NPAP1P7	
CTSLP8	
SPATA31E1	286234
PTCH1	5727
AFAP1L2	84632
SDR42E1P5	
MIR4772	100616157
SLC9A4	389015
AAGAB	79719
SPAG5	10615
ARF3	377
PRKG2	5593
IRX2-DT	
LINC01962	
COMETT	
LIPT1	51601
TRIM7	81786
HYCC1	84668
PLPBP	11212
MITD1	129531
SDHAF2	54949
KLHL7-DT	
RNU6-781P	
AK3P3	
ABHD4	63874
GPR85	54329
RPS24P16	
COPS7A	50813
LINC00304	283860
LINC02138	400558
CDH15	1013
NUDT1	4521
ADGRL3	23284
PPP1R32	220004
MRPL30	51263
GPR135	64582
TRIM7-AS1	
RN7SL384P	
GNG2	54331
RPL5P25	
OPTN	10133
TRIM41	90933
SPANXN4	441525
	105371414
MAGEB16	139604
LYG1	129530
TENT5D	169966
ZNF778	197320
OPN1MW3	101060233
H2AL3	115482686
SPAG5-AS1	
MAGEB6B	392433
SPANXA1	30014
TXNDC9	10190
MIR4638	100616342
EML5	161436
NXF2B	728343
RACK1	10399
BLTP2	9703
ADGRA2	25960
LRRC10B	390205
CSAG2	102723547
EIF4H	7458
MIR6747	102465447
TUT1	64852
GTPBP6	8225
TEX28	1527
SEPHS1P6	
MTA2	9219
SPANXN2	494119
	122319696
TMSB15B	122394733
SLC29A4	222962
MAGIX	79917
BRF2	55290
RN7SL717P	
C2orf69	205327
TYW5	129450
IRAK1	3654
	100507547
ELMO1	9844
RAB11FIP1	80223
SNRPGP5	
BTBD7P1	
RPL36AP36	
MCM10	55388
TUNAR	
FAM161B	145483
EML3	256364
MIR1301	100302246
ARNILA	
DTNB-AS1	
TFCP2L1	29842
COQ6	51004
TRIM64FP	
RN7SL709P	
SDF2	6388
GOT1L1	137362
OR7E102P	
TRIM51JP	
TRIM43	129868
ADRB3	155
RPS12P28	
UBTFL3	
RPL12P48	
EIF4EBP1	1978
SUPT6H	6830
ANKRD44-DT	
NPM1P46	
SF3B1	23451
RNU6-988P	
STAR	6770
NR0B1	190
LSM1	27257
ADAMTS17	170691
RNU6-6P	
RNU7-56P	
UCMA	221044
TXLNG	55787
PPT2-EGFL8	
PHYH	5264
CLDN4	1364
RNU6-323P	
BAG4	9530
OR9A4	130075
LRRD1	401387
LAG3	3902
RPL12P49	
RBBP7	5931
TFDP2	7029
DDHD2	23259
ATXN7L1	222255
SNORD96A	619571
SNORD95	619570
LINS1	55180
RNU6-705P	
TRIM52	84851
LINC02900	340073
RN7SL380P	
CD4	920
DCANP1	140947
C9orf24	84688
TIFAB	497189
PDCD6	10016
FAM219A	203259
	124900524
RNU6-1029P	
HSPE1	3336
RBISP1	
ZNF438	220929
ASB7	140460
HSPE1-MOB4	100529241
ENTPD5	957
RNU4-6P	
SLC35C2P1	
MOB4	25843
REPS2	9185
CERS3	204219
WNK2	65268
RAB34	83871
	105376429
RNA5SP302	
SUV39H2	79723
ROM1	6094
B3GAT3	26229
PPIAP84	
TUBBP1	
RBPMS-AS1	100128750
LANCL2	55915
FGFR4	2264
RBPMS	11030
C3orf14	57415
GPR162	27239
MEIG1	644890
OR7E110P	
OR7E26P	
OR7E115P	
DCLRE1CP1	
TRANK1	9881
FAS	355
BBOF1	80127
	124905266
CBX1P2	
PABIR3	159091
GANAB	23193
KMT2C	58508
P3H3	10536
ALDH6A1	4329
SUCLG2	8801
LINC01585	101929765
SNORD18	124903590
RN7SL363P	
FES	2242
CFAP210	129881
PLCD1	5333
MIR6721	102466190
MOSPD1	56180
PHOSPHO2	493911
BARHL1	56751
RNU6-616P	
LINC02243	340581
MIR6833	102465500
KLHL23	151230
KLHL23	100526832
HMGB3P31	
DDX31	64794
SMIM10	644538
TCEAL8	90843
RN7SL530P	
VSX2	338917
	124900531
PTCHD3P2	
TCEAL5	340543
ABCD4	5826
CYB5AP2	
BEX2	84707
SSB	6741
GNB3	2784
ALDOB	229
GTF2E2	2961
ARHGAP4	393
RNU6-145P	
MIR4450	100616299
MIR548AH	100616254
SGMS2	166929
METTL5	29081
SMIM18	100507341
RNU5A-3P	
MIR6842	102465507
CHRNA2	1135
TRMO	51531
BLTP1	84162
SSR3	6747
CA9	768
RNU6-603P	
SARDH	1757
RPL13P5	
ASTE1	28990
LRRC23	10233
RPL23A	6147
PRMT1P1	
EPHX2	2053
RAB24	53917
PSMD6	9861
CACNA1H	8912
PLA2G2F	64600
NSA2P5	
OLFM3	118427
RNU6-1006P	
HSPD1	3329
SNORD42B	26808
SNORD4A	26773
SNORD42A	26809
SNORD4B	26772
TLCD1	116238
PLCH1	23007
NEK8	284086
VRTN	55237
BLM	641
PRELID1	27166
SUB1P2	
RPS2P2	
LIN52	91750
STK16P1	
RNU6ATAC30P	
KLHDC1	122773
ENO2	2026
RNU6-241P	
CICP20	
RNU6-326P	
IGFBP1	3484
RPL31P58	
RGS14	10636
LINC01028	101928141
KCNJ2	3759
CALM2P1	
ZACN	353174
DPM3	54344
RXFP4	339403
GBP6	163351
INTS5	80789
IGFBP3	3486
GALR2	8811
NPPB	4879
C11orf98	102288414
BRD9	65980
NEMF	9147
CIZ1	25792
EXOC7	23265
SBF1P2	
RNU5E-1	
RNU5E-4P	
KIAA2013	90231
CSKMT	751071
NAA10	8260
SNORA57	692158
UQCC3	790955
PLOD1	5351
UBXN1	51035
RN7SL353P	
TUBB2B	347733
PSMG4	389362
	102723446
WWTR1	25937
FTLP15	
TTC4P1	
DPY19L1P2	
RPL7AP78	
FKBP9	11328
SLC22A23	63027
IL2RA	3559
ATN1	1822
LRIG1	26018
RNU6-539P	
RN7SL3	378707
RN7SL2	378706
GULOP	
RPL32P23	
RNU6-189P	
RBM17	84991
MIR6076	102464828
PDLIM1P1	
ARF6	382
RPL23AP8	
CLU	1191
CFL2	1073
TRIP13	9319
C12orf57	113246
RNU6-388P	
RNU7-1	100147744
NT5C3A	51251
PTPN6	5777
MIIP	60672
PFKFB3	5209
RPGR	6103
RPL12P6	
BAZ1A	11177
LRRN4CL	221091
HNRNPUL2-BSCL2	
GNG3	2785
OR7E103P	
UNC93B4	
OR7E99P	
OR7E43P	
UBR3	130507
OTOP1	133060
MIR6729	102466982
RN7SL649P	
TUBB2A	7280
TNFRSF8	943
HNRNPUL2	221092
TMEM128	85013
COL12A1	1303
ZBTB49	166793
RPS29P14	
RN7SL505P	
RNA5SP229	
DLAT	1737
RP9	6100
TPSB2	64499
ZNF138	7697
ZIC4	84107
STX18	53407
SEPHS1P1	
RPEP5	
EEF1DP4	
TIMM8AP1	
EIF3EP2	
	441239
FURIN	5045
RNU6-777P	
RPL23AP89	
GCG	2641
MIR7846	102465836
MIR4635	100616479
MIR4632	100616438
RNA5SP192	
UQCRQ	27089
GARIN1A	346653
TPSAB1	7177
RBBP4	5928
LEAP2	116842
LHFPL3	375612
RNA5SP112	
STUB1P1	
KRT8P40	
MIR4444-1	100616394
DNAJC19P5	
EIF4BP6	
MIR3128	100422824
MIR6843	102465508
LHFPL3-AS1	645591
SCARA3	51435
MIR6512	102465255
H3P7	
NSD1	64324
	124906145
TTC30B	150737
TTC30A	92104
DPP4	1803
LHFPL3-AS2	723809
RN7SL8P	
THPO	7066
SLC25A40	55972
RNU6-1086P	
MIR3622B	100500871
MIR3622A	100500858
RNU7-41P	
CCDC25	55246
BAZ1A-AS1	112268124
CDX1	1044
PPP2R3C	55012
STX18-IT1	104472519
RPS7P15	
NSG1	27065
TPSD1	23430
MIR200C	406985
MIR141	406933
SCARNA12	677777
TPI1	7167
DBF4	10926
TPSP2	
RPS20P2	
NMD3	51068
UBE2I	7329
ISG20	3669
RPS26P18	
LINC01804	101926966
RPL21P35	
RPL23AP26	
TEX44	165100
PPIB	5479
CHRM1	1128
RN7SL499P	
LINC02260	339978
CPEB1-AS1	283692
KIT	3815
	124902683
RN7SL259P	
AP3B2	8120
ATXN2	6311
DDX1	1653
IFTAP	119710
SRI	6717
MECP2	4204
PRORP	9692
ESCO2	157570
SYNC	81493
FBXL17	64839
RN7SKP78	
MIR3155A	100422989
MIR3155B	100628560
SDCBPP1	
ARHGEF3	50650
PALD1	27143
KIAA1522	57648
SRI-AS1	102723885
ARL15	54622
STEAP4	79689
RNU6-1276P	
MAN2B2	23324
PBK	55872
PIH1D2	120379
S100PBP	64766
DHX29	54505
ALG13	79868
	9692
ADAM22	53616
RPL23AP70	
SEPTIN7P1	
MRPL57P8	
DPRXP3	
RPL7AP3	
RPL9P3	
PSMA6	5687
ARAP1	116985
MIR6868	102466753
FOXJ1	2302
RNF157-AS1	
FNDC5	252995
OR1D3P	
SKA2	348235
HPCA	3208
RNU2-58P	
MIR454	768216
MIR301A	407027
PRR11	55771
RIMOC1	285636
TMEM54	113452
SCARA5	286133
REEP2	51308
LINC02482	
S100P	6286
TMEM30A	55754
SEMA4G	57715
MRFAP1L1	114932
BLOC1S4	55330
	105374367
KIAA0232	9778
MIR4287	100422828
UFC1	51506
BAIAP3	8938
NUGGC	389643
PRR11-AS1	
RTN4RL1	146760
	105371485
DPH1	1801
GAPVD1	26130
PPOX	5498
ELP3	55140
LINC02481	339988
C4orf48	401115
RPL6P12	
CLK4	57396
NEK1	4750
SYT16	83851
SERTAD4BP	
HMGB1P39	
OR4K15	81127
U3	124901509
OR4Q2	
MIR4463	100616389
UBE2V1P15	
RNU1-34P	
SCUBE3	222663
CISH	1154
VIPAS39	63894
HPF1	54969
RNF13	11342
ZNF76	7629
RNU6-1231P	
CYP17A1	1586
DDX60L	91351
OVCA2	124641
DPH1-AS1	
MIR132	406921
MIR212	406994
HIC1	3090
SMG6	23293
B4GALT3	8703
PFN1P11	
PTGES3P4	
CALR	811
BORCS7	119032
SDHA	6389
BORCS7-ASMT	
AS3MT	57412
BST2	684
PPARD	5467
UGT2A3P7	
UGT2A2	574537
BISPR	105221694
RPL22P17	
	107984265
CCDC158	339965
ADAMTS4	9507
NT5C2	22978
RPL5P22	
PNOC	5368
LINC02931	
UBE2DNL	100131816
	107985688
FCER1G	2207
FIRRE	286467
ZNF395	55893
NKIRAS1	28512
UNC5B	219699
APOA2	336
MKRN6P	
RPL10A	4736
SLC25A5-AS1	100303728
UNC5B-AS1	728978
MVB12A	93343
TIGD2	166815
SLC29A3	55315
RNU6-907P	
PDE4D	5144
MCUR1P1	
RN7SL624P	
RBPJ	3516
	101927839
SMG6-IT1	
LINC00630	
MIR7111	102465668
TEAD3	7005
SRR	63826
FBXO16	157574
NUTM2F	54754
RYK	6259
TOMM40L	84134
AHSA1	10598
	105378355
NFKB2	4791
	101928092
	124908546
HCCS-DT	
NFIB	4781
MIR222HG	
HEMK1	51409
HNRNPA1P16	
TSR1	55720
	101928335
	105373347
TULP1	7287
DANT2	642776
ISM2	145501
RNU6-178P	
PEG13	
MIR5187	100847090
TRAPPC9	83696
SPTLC2	9517
SNORD91B	
SNORD91A	
SIDT1	54847
NCL	4691
TMEM221	100130519
NR1I3	9970
CYB561	1534
LINC02595	
NXNL1	115861
LINC01278	92249
ETNK1	55500
RASIP1	54922
RN7SL587P	
GALNT16-AS1	105370550
GALNT16	57452
MIR223HG	115891964
FUT6	2528
LINC01186	
CCDC14	64770
RN7SL734P	
PHLDA1-AS1	
PHLDA1-DT	
LINC00892	100128420
ATP6AP1-DT	158960
	101928844
RPL36P9	
FUT5	2527
NAP1L1	4673
RNU1-148P	
	124900228
MIR5690	100847048
RNA5SP462	
RSPH3	83861
MADCAM1	8174
ADAM28	10863
MMGT1	93380
TAGAP	117289
ZC4H2	55906
FAXC	84553
COQ3	51805
SGPL1	8879
BSG	682
PNISR	25957
DMD	1756
MRPL42P1	
C4orf3	401152
LINC02622	
SLK	9748
FABP2	2169
KLHL2P1	
USP45	85015
PPIAP55	
RNU4-33P	
USP53	54532
ACE	1636
MIR4786	100616417
OR9S24P	
ERH	2079
OR5S1P	
COPS9	150678
CYB561D2	11068
SLC39A9	55334
OTOS	150677
PLAAT3	11145
TP53AIP1	63970
NDUFA10	4705
ADAMDEC1	27299
WDR74	54663
PRR20G	100419008
CCDC80	151887
RFC1	5981
GSAP	54103
COL17A1	1308
	338963
ACTG1P17	283693
SNHG21	100505616
ADAM7	8756
FSD2	123722
LPAR1	1902
TSR3	115939
DEUP1	159989
EXD2	55218
CAMK1	8536
GRIN2D	2906
ADAM7-AS2	101929315
SVEP1	79987
FAM83E	54854
ST18	9705
ACE3P	
FAM136DP	
TBXA2R	6915
MAP3K3	4215
GCNT1P5	
PTPN12	5782
ARPC4-TTLL3	100526693
SCARNA15	677778
WHAMM	123720
CACTIN-AS1	404665
COL25A1	84570
CACTIN	58509
TSTD3	100130890
SENP8	123228
WDR89	112840
CCNC	892
TMEM229B	161145
RNU6-213P	
MARK2	2011
ZNF48	197407
GRAMD2A	196996
JAGN1	84522
RNF212B	100507650
IL17RE	132014
NTNG2	84628
ZNF771	51333
SNORA80C	109616959
SEPHS2	22928
RNU7-61P	
MIR4518	100616405
ZNF768	79724
MUSK	4593
SEL1L	6400
PIP5K1C	23396
ZNF747-DT	107984875
ZNF764	92595
MIR936	100126326
STN1	79991
PARP6	56965
ZNF785	146540
RASGEF1B	153020
ZNF689	115509
CCNJL	79616
LINC01467	101928559
CERCAM	51148
STON2	85439
PRR14	78994
HSPA4	3308
MIR4506	100616140
AKAP8	10270
RNU7-181P	
MIR5194	100847051
RNU6-1255P	
ASAP1-IT2	100507117
	124900269
RRS1-DT	100505676
RRS1	23212
ARAP2	116984
AMT	275
IL13	3596
EXOC3L4	91828
PDLIM1	9124
HEATR5A	25938
ADHFE1	137872
EEF1DP7	
ACSM6	142827
LIMD2	80774
FBRS	64319
FERD3L	222894
CYREN	78996
MIR4294	100422895
VSTM4	196740
PRUNE2	158471
GRAMD1A	57655
RNU6-416P	
RNU6-1043P	
ITGAL	3683
RNF14P4	
TMEM140	55281
FAM170B-AS1	100506733
ATP5MC1P2	
KPNB1	3837
WDR91	29062
FAM170B	170370
ACOT1	641371
LRRC18	474354
CYP2C18	1562
NT5CP2	
ACOT2	10965
MTND4P19	
TACC1P1	
MTND1P18	
PNLIPRP1	5407
NT5CP1	
ACOT4	122970
ACOT6	641372
CACNA1B	774
NDUFB8P1	
DNAL1	83544
FER	2241
AMBN	258
LVRN	206338
RNU6-240P	
PNMA1	9240
MIR4505	100616158
LINC02274	100506498
PTGR2	145482
VXN	254778
RFX2	5990
GRSF1	2926
MIR6509	102465254
SSBL5P	
TAS2R2P	
OR2AO1P	
ARHGEF35-AS1	
CSNK2A2	1459
MFSD14B	84641
ARHGEF34P	
OR2A1-AS1	
RNU6-1324P	
RNU2-71P	
SLC25A51P3	
RN7SL107P	
ZNF704	619279
ZNF410	57862
CKS1BP7	
SIT1	27240
RNU11-6P	
RN7SL308P	
HMGB1P41	
TBX21	30009
	101927245
AZIN1	51582
RN7SL645P	
PRSS54	221191
OSBPL7	114881
CD72	971
DIAPH1	1729
C10orf82	143379
CELF6	60677
HSPA12A-AS1	
RPL5P27	
PRKRA	8575
DCTPP1	79077
RNU6-1271P	
TIGAR	57103
CLNK	116449
FGF23	8074
MLLT1	4298
SLC25A27	9481
CCND2	894
NTRK2	4915
CBLN1	869
ACER1	125981
MRGPRX3	117195
TDRD6-AS1	101926934
OR5AN1	390195
TDRD6	221400
C16orf78	123970
GDF11	10220
OR51L1	119682
CLPP	8192
PLA2G7	7941
OR8D4	338662
RPL12P35	
ARID3B	10620
SARNP	84324
OR4S2	219431
PPIAP83	
OR4C6	219432
RNU6ATAC40P	
OR8H2	390151
LINC02179	101927228
OR4D9	390199
ZNF423	23090
OR2A41P	
ADH4	127
PSMC3	5702
OR2A15P	
ALKBH7	84266
OR2A13P	
RBM33-DT	100506302
RNU6-231P	
MIR548AP	100847084
LINC01584	101929701
FNIP1	96459
RBM33	155435
GTF2F1	2962
MRPL10	124995
ADGRF5	221395
RNA5SP400	
AGBL1-AS1	727915
	105370954
	102724452
AGBL1	123624
ANKRD17	26057
LRRC46	90506
ORMDL2	29095
PCP4L1	654790
ADAM3B	
CFAP126	257177
MRPS21P7	
MRPS21P8	
NICN1	84276
RPL34P29	
NCOA5LP	
PJVK	494513
RRM2P2	
ADCY7	113
RNU6-481P	
RN7SL261P	
SHH	6469
TMOD2	29767
GJA5	2702
ADGRF5-AS1	
MMP19	4327
SCRN2	90507
C2-AS1	102060414
AQP3	360
GJA8	2703
POLR3A	11128
SAMD15	161394
GPR89B	51463
LINC00244	64433
NOXRED1	122945
RNF32	140545
RNA5SP130	
BSN-DT	100132677
BSN	8927
MIR6851	102465512
PAEP	5047
NUDCP2	
STXBP6	29091
PLEKHA3	65977
MIR6885	102465533
RN7SKP148	
MIR6790	102465473
RNU6-226P	
HRH2	3274
MIR3940	100500888
SLC25A41	284427
BTF3	689
BSN-AS1	
SNRPG	6637
APEH	327
KPNA2	3838
OLA1P3	
SLC25A23	79085
GSTP1P1	
CLN6	54982
DGKA	1606
RAD51B	5890
IRGM	345611
BRD7P6	
MAST4	375449
TGFA-IT1	
RPL31P57	
PECAM1	5175
PSMD1	5707
LINC01502	100130954
GLT6D1	360203
H2AZP5	
RPS24	6229
	102723971
LCN9	392399
MILR1	284021
TRAF2	7186
FBN3	84467
FOXP3	50943
RNF32-AS1	
LMBR1	64327
LINC02804	
OR52N5	390075
RNU1-129P	
RNVU1-7	26864
PDE4DIPP1	
OR56A4	120793
PFN1P4	
ABHD17AP1	
OR52A5	390054
RNU6-1211P	
OR8D1	283159
LINC01745	105373199
LINC01744	101927683
FBXO33	254170
OR5B3	441608
RNU6-809P	
MAP6	4135
POLG2	11232
ROR1-AS1	101927034
AJM1	389813
SET	6418
JDP2-AS1	
GTF2A1-AS1	
LINC02295	
OR52A1	23538
HMGN2P40	
OR5A2	219981
LINC01629	105370578
MIR6771	102465462
SNRPCP15	
TENT4B	64282
RNU6-1108P	
OR10G7	390265
RNU6-1332P	
RNU6-966P	
RNU1-78P	
OR52N1	79473
LINC01550	388011
OR5B2	390190
MFN2	9927
OR7E125P	
FAM90A15P	
OR5M3	219482
FAM90A4P	
OR8B8	26493
TERB2	145645
GNAI2P2	
FAM90A13P	
OR1L8	138881
STARD10	10809
ZNF618	114991
HELLS	3070
FAM90A5P	
PSMA3-AS1	379025
ATP5MFP4	
MIR3064	100616387
MIR5047	100616408
SMURF2	64750
USP17L1	401447
INSYN1	388135
MIR1236	100302242
EXD1	161829
CDH5	1003
HECTD1	25831
CNTNAP3	79937
RNF123	63891
PLA2G4B	100137049
ZNF280D	54816
RNU4-31P	
NOM1	64434
DBN1	1627
MICOS10P2	
KPNA2P3	
DDX5	1655
MNX1	3110
CRB2	286204
PGK1	5230
MNX1-AS2	105375606
MNX1-AS1	645249
MAML3	55534
RPS27AP12	
PRR23D2	100133251
GCK	2645
RHOXF1P3	
CKLF	51192
RHOXF1P2	
PRR23D3P	
RHOXF1-AS1	101928969
ZCCHC4	29063
RHOXF2B	727940
DEFB105A	245908
DEFB105A	124906747
CASP4	837
MIR601	693186
MIR7150	102465688
RHOXF1	158800
RHOXF1	104797536
PIGFP2	
LHX2	9355
RHOXF2	84528
NKAPP1	158801
DOCK8	81704
CKLF-CMTM1	100529251
SFR1P1	
EEF1A1P30	
ZBTB33	10009
DEFB108A	
FAM66E	100132103
INTS12	57117
USP17L8	392188
DEFB109C	
CMTM2	146225
FAM90A11P	
TMEM255A	55026
FAM90A24P	
FAM90A12P	124906762
EBAG9	9166
CMTM3	123920
PCDHGB6	56100
CASP5	838
MCTP1	79772
RPL32P17	
C7orf33	202865
NHSL2	340527
HERC6	55008
EZH2	2146
AMIGO3	386724
GMPPB	29925
CASP1P2	
RNU6-1078P	
RPS26P11	
CASP1P1	
OR2AL1P	
TPT1P15	
PIN4	5303
BCL2L10	10017
LPAR5	57121
NEDD4	4734
ACRBP	84519
SYBU	55638
RN7SL388P	
ERCC6L	54821
RPS4X	6191
CMTM4	146223
ENOPH1	58478
TMCO2	127391
CITED1	4435
ZMPSTE24	10269
BAG5	9529
SPINK2	6691
KLC1	3831
COX6CP14	
PRRT3-AS1	100874032
HGS	9146
CLN3	1201
CIDEC	63924
COL9A2	1298
MRFAP1	93621
ING4	51147
AKAP8L	26993
RNU7-20P	
RN7SL569P	
GBA3	57733
RNY4	6086
RNY3	6085
RNY1	6084
GHET1	102723099
RNU6-650P	
HUWE1	10075
COX6B1P1	
KCNH2	3757
CENPE	1062
RPL38P1	
HMGB1P30	
SNORD13P3	
KLHL18	23276
PLEKHG4B	153478
NUTM2B	729262
PSMD10P2	
RNU6-1105P	
GPS2P2	
TASOR2	54906
EIF4A2	1974
PDE6A	5145
PLCD3	113026
C2CD2L	9854
PYROXD2	84795
SPATA31C2	645961
SPTLC1	10558
RNA5SP206	
H2AC6	8334
CCDC146	57639
H1-12P	
ACBD4	79777
H3C4	8351
H2AC7	3013
H3C5P	
H2AC9P	
H1-3	3007
H4C6	8361
H4C6	554313
H4C7	8369
H3C7	8968
H2BC10	8346
H3C9P	
BTN3A2	11118
HPS1	3257
ZFP69B	65243
MFFP2	
SLC26A2	1836
MPZ	4359
SLC22A5	6584
MIR4650-2	100616331
RN7SL377P	
RN7SL625P	
TRIM74	378108
RPS3AP16	
LYAR	55646
PMS2P7	
PMS2P8	
PMS2P14	
PMS2P6	
PTMS	5763
PHB1P5	
PMS2P5	
PHB1P6	
PMS2P13	
MTFR1L	56181
PMS2P10	
PMS2P2	
ZNF853	54753
UGT2A1	10941
	124900330
ZNF316	100131017
SDR9C7	121214
HINFP	25988
HEXIM1	10614
GPR182	11318
NMT1	4836
ATP6V1G1P6	
BTN2A2	10385
ZBTB39	9880
RNU6-183P	
CNTRL	11064
GDF9	2661
TAC3	6866
ZNF12	7559
HELT	391723
ZDHHC11	79844
SPDYE20P	
ABHD11	83451
MEPE	56955
BBS5	129880
ABCG4	64137
GPM6A	2823
PFKP	5214
PCDHB2	56133
LINC02079	105371766
RDM1P5	100131347
SNORD2	
SNORA63B	
MIR1248	100302143
SNORA81	677847
SNORA4	619568
LINC02043	102724699
ATP5MC1P3	
PLXDC1	57125
SYBU-AS1	
LINC01391	103344930
YJU2B	81576
FOXL2	668
PCDHB3	56132
FOXL2NB	401089
PCDHB4	56131
PCDHB5	26167
PRR23A	729627
PRR23B	389151
FAM90A8	441324
PRR23C	389152
RPL7L1P7	
BPESC1	60467
KLHL41	10324
PCDHB6	56130
PISRT1	140464
FAM90A17	728746
PCDHB7	56129
RBP2	5948
PCDHB8	56128
FAM90A18	441326
PCDHB16	57717
MUC3A	4584
FAM90A19	728753
AUNIP	79000
FAM90A14	645651
PCDHB9	56127
ACTG1P1	
FASTKD1	79675
FAM90A16	441323
LRRC58	116064
FAM90A10	441328
FAM90A10	124906735
FAM90A10	124906766
PCDHB10	56126
PAQR7	164091
ASH2L	9070
PCDHB11	56125
STMN1	3925
MIR198	406975
RPL30P4	
CNOT10-AS1	
SUGT1P2	
PCDHB12	56124
RPL23AP43	
PDZD3	79849
TRIM71	131405
PCDHB13	56123
MRI1	84245
MUC17	140453
PCDHB14	56122
BTN3A1	11119
SORD	6652
ACTG1P12	
PCDHB15	56121
TIMP4	7079
TAF7	6879
SLC25A2	83884
C19orf53	28974
MTCO1P5	
GSTM5P1	
RPL5P13	
LSM3P4	
PITX2	5308
RN7SKP54	
RNA5SP123	
TRIM56	81844
RNU6-377P	
ABCA2	20
PDCD10	11235
NHP2P2	
PKD2L2-DT	
MYO1A	4640
PPIG	9360
HOXA1	3198
MYOT	9499
HOTAIRM1	
SNRPFP2	
MIR3917	100500808
RNU6-369P	
HOXA2	3199
RNF220	55182
DUOX2	50506
HOXA-AS2	
ARL5C	390790
BTN3A3	10384
HOXA4	3201
STAC2	342667
RNU6-262P	
PKD2L2	27039
MCAM	4162
HOXA-AS3	100133311
PRPF18	8559
LSM6	11157
VIRMA	25962
HOXA5	3202
HOXA6	3203
SLC10A7	84068
HOXA7	3204
TRIM80P	
DUOXA2	405753
SLC16A5	9121
HOXA9	3205
HOXA10-AS	100874323
MIR196B	442920
HOXA11	3207
CCL25	6370
DUOX1	53905
HOXA11-AS	221883
IK	3550
ACSBG2	81616
HOXA13	3209
MIR7849	102465837
PF4V1	5197
HOTTIP	
MIR5584	100847089
TMEM53	79639
CXCL1	2919
ARMC7	79637
EVX1-AS	101410536
EVX1	2128
HNRNPA1P55	
CXCL1P1	
PF4	5196
NT5C	30833
LINC02894	100288748
SELENOKP3	
GTF2IP4	100093631
ESRP1	54845
ASF1A	25842
PPBP	5473
NEMP1	23306
MCM9	254394
ARMH1	339541
CXCL5	6374
MIR6756	102465453
RNU6-1090P	
PNLIP	5406
GRK2	156
POM121B	
RN7SL218P	
CXCL3	2921
NSUN5	55695
REELD1	345051
CNOT6L	246175
PNLIPP1	
NAB2	4665
ALDH1B1	219
PNLIPRP2	5408
IGFBPL1	347252
JPT1	51155
COPS5P1	
ARMC8P1	
TSPAN14	81619
TCEA1P3	
GAS2L1P1	
EPHA7	2045
VN1R48P	
FAM220BP	
FAM201A	
YWHABP1	
RNU6-765P	
B3GALT9	100288842
HGFAC	3083
DENND4C	55667
STAT6	6778
RNU5F-1	26828
RNU5D-1	
KIF2C	11004
RPL7AP77	
TRIM50	135892
MTMR1	8776
DOK7	285489
RNU6-790P	
NPM1P20	
TAF1B	9014
FKBP6	8468
RN7SL472P	
HSP90AA1	3320
LRPAP1	4043
ANKRD13D	338692
SUMO2	6613
ATP6AP1L	
RN7SL663P	
SPINT2	10653
SFXN3	81855
EEF1A1-AS1	
SNRPCP2	
HMGN1P8	
RPS27P15	
	101929109
SERPINI1	5274
NUP85	79902
F2RL2	2151
	105373422
GRHL1	29841
MTO1	25821
F2R	2149
F2RL1	2150
RNU6-1080P	
HMGN2P11	
SCART1	619207
RGS12	6002
RN7SL208P	
	101928093
HNRNPA1P8	
DUSP1	1843
HSPA8P16	
SEMA3D	223117
PPP2R5C	5527
LIPJ	142910
RPL26L1-AS1	100268168
MEMO1P3	
RPS6	6194
SSH3	54961
PLSCR4	57088
RPL26L1	51121
PPP1R14A	94274
	105370769
PI4K2A	55361
COX6CP4	
LARP4P	
TPST2P1	
DPY19L4	286148
CSNK1A1P1	
GTF2I-AS1	101926943
U3	124903595
MIR8063	102466875
CDIN1	84529
PHB1P15	
CASTOR2	729438
NDUFA5P3	
ACER2	340485
NPM3	10360
ATP6V0E1	8992
LINC02927	
MAP1LC3BP1	
YIF1B	90522
RNU6-383P	
HMGB3	3149
C11orf98P1	
SLC24A2	25769
RCC1L	81554
AKR1C8	340811
KLF11	8462
SNORA74B	677841
	107984172
CREBRF	153222
RPS8	6202
OLMALINC	90271
RPL19P21	
USP9X	8239
RIC1	57589
RRM2	6241
NDUFAF6	137682
SNORD55	26811
SNORD46	94161
